de,的
no,不
a,到
la,她
el,他
es,是
y,和
en,在
lo,它
un,一个
por,通过
qué,为什么
me,我
una,一个
te,你
los,那些
se,自己
con,与
para,为了
mi,我的
está,在
si,如果
bien,好
pero,但是
yo,我
eso,那个
las,那些
sí,是
su,她的
tu,你的
aquí,这里
del,的
al,到
como,像
le,给
más,更多
esto,这个
ya,已经
todo,所有
esta,这个
vamos,我们去
muy,非常
hay,有
ahora,现在
algo,一些
estoy,我在
tengo,我有
nos,我们
tú,你
nada,什么都没有
cuando,当
ha,有
este,这个
sé,我知道
estás,你在
así,这样
puedo,我可以
cómo,怎么
quiero,我想
sólo,只是
soy,我是
tiene,他有
gracias,谢谢
o,或者
él,他
bueno,好
fue,曾经
ser,是
hacer,做
son,是
todos,所有
era,她是
eres,你是
vez,次
tienes,你有
creo,我认为
ella,她
he,他
ese,那个
voy,我去
puede,可以
sabes,你知道
hola,你好
sus,他们的
porque,因为
dios,上帝
quién,谁
nunca,从不
dónde,哪里
quieres,你想
casa,家
favor,请
esa,那个
dos,二
tan,那么
señor,先生
tiempo,时间
verdad,真相
estaba,曾经
mejor,更好
están,他们
va,去
hombre,男人
usted,您
mucho,很多
hace,做
entonces,那么
siento,我感到
tenemos,我们有
puedes,你可以
ahí,那里
ti,你
vida,生活
ver,看
alguien,有人
sr,先生
hasta,直到
sin,没有
mí,我
solo,只是
años,年
sobre,关于
decir,说
uno,一个
siempre,总是
oh,哦
ir,去
cosas,事情
también,也
antes,之前
has,你有
ni,也不
mis,我的
día,天
estar,在
estamos,我们在
noche,夜
nadie,没有人
otra,另一个
quiere,想要
parece,似乎
nosotros,我们
poco,一点
padre,父亲
trabajo,工作
gente,人
mira,看
vas,你去
sea,是
les,他们
donde,哪里
mismo,同样
hecho,事实
ellos,他们
dijo,他说
pasa,发生
dinero,钱
hijo,儿子
tal,那样
otro,另一个
hablar,说话
seguro,安全
claro,当然
estas,这些
lugar,地方
mundo,世界
amigo,朋友
espera,等待
mierda,狗屎
han,他们有
tus,你的
sabe,知道
después,之后
momento,时刻
desde,从
fuera,外面
cosa,东西
tipo,类型
mañana,明天
podemos,我们可以
dije,我说
gran,大
necesito,我需要
estado,状态
podría,可以
acuerdo,协议
papá,爸爸
tener,有
dice,说
mío,我的
crees,你认为
buena,好
gusta,喜欢
nuestro,我们的
nuevo,新的
será,将会
haciendo,正在做
días,天
nombre,名字
buen,好
había,曾经
ven,来
tres,三
menos,少于
debe,应该
tenía,有
mal,坏
conmigo,和我在一起
madre,母亲
hoy,今天
quien,谁
sido,已经
mamá,妈妈
tienen,他们有
luego,然后
todas,所有
allí,那里
toda,整个
hora,小时
mujer,女人
visto,看过
haces,你做
importa,重要
contigo,和你在一起
ve,去
tarde,晚
oye,听
parte,部分
haber,有
hombres,男人
problema,问题
mas,但是
saber,知道
quería,想要
aún,仍然
veces,次
nuestra,我们的
hacerlo,做它
cada,每个
hizo,做了
veo,我看到
tanto,那么
razón,理由
ustedes,你们
idea,想法
esos,那些
van,去
quizá,也许
debo,我应该
alguna,某些
cierto,确实
ud,您
muerto,死
unos,一些
estos,这些
salir,出去
policía,警察
realmente,真的
demasiado,太
familia,家庭
pueden,他们可以
cabeza,头
hemos,我们已经
amigos,朋友
chica,女孩
cariño,亲爱的
lado,边
allá,那里
entre,之间
minutos,分钟
digo,我说
algún,某个
serio,严肃
cuidado,小心
pasó,发生
buenas,好的
somos,我们是
amor,爱
puerta,门
ves,你看
vaya,去吧
ah,啊
suerte,运气
eh,呃
rápido,快
cuenta,账单
quizás,也许
esas,那些
pues,那么
pasado,过去
pensé,我想
todavía,仍然
hermano,兄弟
debes,你必须
casi,几乎
forma,形式
aqui,这里
chico,男孩
ok,好的
dicho,说过
nueva,新的
sabía,知道
muchas,很多
dentro,里面
hice,我做了
contra,对抗
auto,汽车
camino,道路
ayuda,帮助
primera,第一
hacia,朝向
vi,我看见
miedo,害怕
adiós,再见
primero,第一
debería,应该
poder,能够
niños,孩子
sería,会是
historia,历史
hey,嘿
mientras,当...的时候
ciudad,城市
dijiste,你说的
espero,我希望
cuánto,多少
esposa,妻子
pronto,很快
chicos,男孩
cualquier,任何
viejo,老
debemos,我们应该
deja,放
año,年
muerte,死亡
hablando,说话
manos,手
da,给
loco,疯狂
problemas,问题
mano,手
guerra,战争
semana,星期
pasar,经过
vale,好吧
cuál,哪个
viene,来
volver,返回
toma,拿
caso,案例
agua,水
haré,我会
vete,走开
entiendo,我明白
horas,小时
personas,人
capitán,船长
adelante,向前
niño,孩子
listo,聪明
noches,夜晚
buenos,好的
iba,去
juntos,一起
dame,给我
único,唯一
déjame,让我
cerca,附近
otros,其他
sigue,继续
grande,大
arriba,上面
jefe,老板
habla,说
supongo,我想
manera,方式
quieren,他们想要
feliz,快乐
significa,意味着
sangre,血
fin,结束
bajo,低
llama,打电话
venir,来
morir,死
importante,重要
hiciste,你做了
ojos,眼睛
escucha,听
entrar,进入
ningún,没有
corazón,心
diablos,魔鬼
necesitamos,我们需要
atrás,后面
durante,期间
dices,你说
nuestros,我们的
persona,人
abajo,下面
dr,医生
hija,女儿
dejar,离开
necesita,需要
llegar,到达
hago,我做
señora,女士
haya,有
suficiente,足够
doctor,医生
gustaría,想
tierra,土地
cara,脸
siquiera,即使
genial,很棒
cree,相信
supuesto,当然
tomar,喝
equipo,团队
justo,公正
juego,游戏
ninguna,没有
matar,杀
cinco,五
dicen,他们说
amo,爱
cuándo,什么时候
pequeño,小
algunos,一些
conozco,我认识
clase,班级
maldito,该死
unas,一些
muchos,很多
hubiera,如果有
segundo,第二
aunque,虽然
pueda,能够
dime,告诉我
igual,一样
comida,食物
ay,哎
cuerpo,身体
encontrar,找到
fuerte,强壮
vuelta,回
venga,来吧
creer,相信
realidad,现实
saben,知道
puta,妓女
deberías,你应该
pregunta,问题
fui,我去了
cuatro,四
sra,女士
primer,第一
trabajar,工作
e,和
hagas,你做
alto,高
maldita,该死的
comer,吃
número,数字
dar,给
necesitas,你需要
oportunidad,机会
punto,点
misma,同样
última,最后
afuera,外面
mujeres,女人
pensar,思考
fueron,他们是
difícil,困难
vivir,生活
paso,步骤
malo,坏
estabas,你在
vivo,活着
haga,做
queda,留下
hijos,孩子
mayor,更大
fiesta,派对
hacen,他们做
medio,中间
algunas,一些
basta,够了
arma,武器
vino,酒
meses,个月
cuarto,四分之一
éste,这个
escuela,学校
esté,在
dólares,美元
tío,叔叔
posible,可能
tuve,我有
fácil,容易
preocupes,担心
luz,光
eran,曾经
carajo,见鬼
final,结束
lista,清单
trata,处理
armas,武器
hermana,姐妹
exactamente,确切地
chicas,女孩
podía,能够
bastante,相当
seguridad,安全
pasando,经过
esperando,等待
acá,这里
teléfono,电话
perro,狗
fuego,火
murió,死了
tampoco,也不
sola,单独
estuvo,在
verte,见到你
iré,我会去
tenido,拥有
culpa,过错
veras,你会看到
adónde,哪里
buscando,寻找
cuanto,多少
padres,父母
paz,和平
demonios,魔鬼
estará,将会
cual,哪个
perdón,对不起
asi,这样
jugar,玩
pensando,思考
esperar,等待
sabemos,我们知道
recuerdo,记忆
par,对
joven,年轻
seguir,继续
pueblo,村庄
tenga,有
caballeros,骑士
idiota,傻瓜
dio,上帝
minuto,分钟
bebé,婴儿
única,唯一
lejos,远
nuestras,我们的
plan,计划
pienso,我想
sentido,意义
dormir,睡觉
digas,你说
palabra,词
correcto,正确
control,控制
vemos,我们看到
entiendes,你理解
país,国家
seis,六
último,最后
ésta,这个
diga,说
podrías,你能
pequeña,小
cállate,闭嘴
trato,交易
rey,国王
sucede,发生
muchachos,小伙子
jamás,从不
cama,床
srta,小姐
ayudar,帮助
acerca,关于
di,说
cambio,变化
falta,缺少
hospital,医院
lleva,带
presidente,总统
mil,千
gusto,喜好
conoces,你知道
diciendo,说着
os,你们
ido,去
general,将军
extraño,陌生
semanas,周
coche,汽车
peor,更糟
mucha,很多
disculpe,对不起
diré,我会说
anoche,昨晚
perder,失去
vámonos,我们走吧
nave,飞船
cielo,天空
habrá,将会有
orden,秩序
segura,安全
querida,亲爱的
niña,女孩
increíble,不可思议
además,此外
deben,他们应该
libro,书
calle,街
café,咖啡
piensas,你想
hacemos,我们做
especial,特别
queremos,我们想要
irme,离开我
perfecto,完美
buscar,寻找
odio,仇恨
piensa,想
oficina,办公室
hablas,你说
libre,自由
agente,代理
york,纽约
llamar,打电话
mala,坏
detrás,在后面
viste,你看
dile,告诉他
grandes,大的
recuerdas,你记得
real,真实
estaban,他们在
mía,我的
frente,前面
perdido,失踪
llamo,我打电话
muertos,死者
millones,百万
asesino,杀手
sueño,梦
quisiera,我想要
habría,将会
hará,将会
viaje,旅行
probablemente,可能
resto,其余
estaré,我将会
maldición,诅咒
lamento,遗憾
muchacho,男孩
avión,飞机
ropa,衣服
fuerza,力量
llamado,称呼
oído,耳朵
dado,骰子
encima,在上面
negro,黑色
usar,使用
información,信息
uds,你们
preguntas,问题
tuvo,有
secreto,秘密
vuelve,回来
miren,看
quieras,你想要
haría,会
acaba,结束
otras,其他
incluso,甚至
sientes,你感到
deberíamos,我们应该
haz,做
decirte,告诉你
boca,嘴
dolor,痛
baño,浴室
adentro,里面
profesor,老师
habitación,房间
daño,伤害
tuyo,你的
seas,成为
noticias,新闻
demás,其他人
querido,亲爱的
duro,坚硬
poner,放置
prueba,测试
mire,看
tonto,傻瓜
campo,田野
siendo,正在
diez,十
ése,那个
tranquilo,安静
asunto,事务
acabó,结束
quédate,留下
derecho,权利
placer,愉快
recuerda,记得
estuve,我在
tratando,尝试
ejército,军队
futuro,未来
llevar,带
compañía,公司
venido,来了
listos,准备
haremos,我们将
sitio,地方
verlo,看见它
puesto,职位
atención,注意
sino,否则
cambiar,改变
error,错误
blanco,白色
raro,奇怪
palabras,单词
llegó,到达
sal,盐
pase,通行证
mente,心智
sistema,系统
película,电影
anda,走
ello,它
negocio,生意
novia,女友
permiso,许可
creí,我相信
suena,听起来
ocurre,发生
oficial,官员
espere,等
aire,空气
mató,杀死
regresar,返回
vio,看见
hazlo,做吧
trasero,后面
grupo,组
entendido,明白
señorita,小姐
música,音乐
perra,母狗
conoce,认识
empezar,开始
siente,感觉
acabo,结束
estúpido,愚蠢
diferente,不同
traje,西装
modo,方式
encontré,我找到了
mensaje,信息
llamada,电话
navidad,圣诞节
eras,你曾经
pena,遗憾
largo,长
entra,进入
piso,楼层
foto,照片
dijeron,他们说
médico,医生
accidente,事故
fuiste,你去了
imposible,不可能
podríamos,我们可以
línea,线
propia,自己的
barco,船
ganar,赢
normal,正常
segundos,秒
vive,生活
mitad,一半
quiera,想要
tras,之后
decirle,告诉他
lindo,可爱
funciona,运作
programa,程序
vine,我来了
abre,打开
sean,成为
pagar,支付
fotos,照片
centro,中心
supone,假设
basura,垃圾
situación,情况
mejores,更好的
vienen,来
encanta,喜欢
marido,丈夫
personal,个人
maestro,老师
hambre,饥饿
ataque,攻击
culo,屁股
dale,给
pie,脚
conseguir,获得
trabajando,工作中
gracioso,搞笑
dejó,离开
pudo,能够
derecha,右边
izquierda,左边
próxima,下一个
pobre,贫穷
respuesta,回答
tipos,类型
sentir,感受
tenías,你有
pude,我能
darle,给她
voz,声音
amiga,朋友
gustan,喜欢
vista,视野
salvo,除了
loca,疯狂
hotel,酒店
hicieron,他们做了
ten,十
temo,我害怕
señal,信号
pelo,头发
llevo,我带着
ayer,昨天
das,你给
nena,女孩
servicio,服务
tren,火车
bonito,漂亮
mes,月
tendrá,将会
tendrás,你将会
edad,年龄
ellas,她们
hermosa,美丽
honor,荣誉
simplemente,简单地
llamas,你打电话
tengas,你有
corre,跑
baja,低
sol,太阳
siéntate,坐下
dan,他们给
humano,人类
divertido,有趣
sexo,性
vuelto,返回
peligro,危险
mesa,桌子
siguiente,下一个
hablo,我说
disculpa,对不起
decirme,告诉我
caja,盒子
negocios,生意
misión,使命
silencio,沉默
sale,出去
llegado,到达
estaría,会
regreso,返回
media,半
estan,他们在
propio,自己的
oro,黄金
enseguida,马上
linda,可爱
prometo,我承诺
esposo,丈夫
norte,北
hubo,曾经有
juro,我发誓
muerta,死
interesante,有趣
pensaba,我在想
busca,寻找
terminar,结束
tendré,我将有
completamente,完全
cita,约会
siete,七
cumpleaños,生日
abogado,律师
alrededor,周围
cerebro,大脑
porqué,为什么
llave,钥匙
santo,圣人
hermoso,美丽
necesario,必要
edificio,建筑
irnos,离开我们
aun,即使
tendremos,我们将有
vayas,你去
doy,我给
trae,带来
salió,离开
ley,法律
ahi,那里
verdadero,真实
pelea,打斗
banco,银行
terrible,可怕
calma,平静
cena,晚餐
daré,我将给
gobierno,政府
comprar,购买
creen,相信
sargento,军士
destino,命运
existe,存在
hacía,曾经
novio,男朋友
sala,房间
través,通过
regalo,礼物
iglesia,教堂
decía,说
cualquiera,任何人
excelente,优秀
esperen,等候
deseo,愿望
alma,灵魂
diablo,魔鬼
deje,放下
cuántos,多少
espada,剑
estábamos,我们在
carne,肉
maravilloso,美妙的
vidas,生命
sucedió,发生了
oí,我听到
peligroso,危险的
dirección,方向
libertad,自由
jesús,耶稣
ocurrió,发生
veré,我会看
sueños,梦想
pudiera,能够
detective,侦探
sorpresa,惊喜
tuya,你的
pies,脚
club,俱乐部
terminado,完成
infierno,地狱
creía,我相信
luna,月亮
salvar,拯救
carta,信
estés,你在
cielos,天空
teniente,中尉
encuentra,找到
veamos,让我们看看
quise,我想
escúchame,听我说
necesitan,他们需要
ambos,两者
decisión,决定
enemigo,敌人
hicimos,我们做了
dulce,甜
pruebas,测试
querías,你想要
abuelo,祖父
totalmente,完全
mirando,看着
vayan,去吧
carrera,职业
vuelo,飞行
ante,前面
bienvenido,欢迎
harás,你将做
encontramos,我们找到
encontrado,找到的
contacto,联系
posición,位置
saberlo,知道它
planeta,行星
humanos,人类
coronel,上校
junto,一起
diría,我会说
ésa,那个
base,基础
oír,听
suelo,地面
pelear,打架
ayudarte,帮助你
pistola,手枪
frío,冷
comandante,指挥官
partes,部分
llega,到达
verás,你会看到
sur,南
iremos,我们将去
rato,一会儿
mar,海
espacio,空间
asesinato,谋杀
ventana,窗户
prisa,急
tienda,商店
cámara,相机
puedas,你能
según,根据
broma,玩笑
reunión,会议
despierta,醒来
sacar,拿出
tí,你
segunda,第二
papel,纸
locura,疯狂
departamento,部门
horrible,可怕
enfermo,生病
pregunto,我问
cárcel,监狱
órdenes,命令
intento,尝试
isla,岛
salida,出口
llamó,打电话
volveré,我会回来
usa,使用
gato,猫
hagan,做
dejes,不要
duele,疼
vengan,来
crimen,犯罪
esperaba,期待
causa,原因
bar,酒吧
seré,我会是
ocho,八
temprano,早
río,河
relación,关系
drogas,毒品
luces,灯光
bromeando,开玩笑
ojalá,希望
hablamos,我们谈
trabaja,工作
irse,离开
libros,书
radio,收音机
vienes,你来
quedan,留下
excepto,除了
brazo,手臂
tome,拿
rojo,红色
conocido,熟悉
universidad,大学
investigación,研究
batalla,战斗
reglas,规则
cargo,职位
hogar,家
ninguno,没有
dieron,给了
vuelva,回来
sabías,你知道
respeto,尊重
estación,车站
corte,切割
paciente,病人
encuentro,遇见
energía,能量
dejado,留下
baile,舞蹈
abuela,奶奶
caliente,热
vieja,老
viendo,看
veremos,我们将看到
rayos,雷
simple,简单
bailar,跳舞
papa,土豆
triste,悲伤
zona,区域
serás,你将是
guardia,警卫
canción,歌曲
salud,健康
escuchar,听
parar,停止
estarás,你将会
cenar,晚餐
soldados,士兵
caballo,马
serán,他们将是
estaremos,我们将
interesa,感兴趣
volar,飞
principio,原则
nivel,水平
cálmate,冷静
conocer,认识
finalmente,最终
alegro,我高兴
debajo,下面
podrían,他们可能
bosque,森林
bonita,漂亮
bolsa,袋子
pone,放
taxi,出租车
ocupado,忙
amable,友好
acaso,也许
detente,停下
imbécil,傻瓜
san,圣
equivocado,错误的
viva,活着
puso,放置
obra,作品
consejo,建议
público,公众
ayúdame,帮我
animales,动物
azul,蓝色
apuesto,英俊
prisión,监狱
mirar,看
inteligente,聪明
metros,米
fantástico,奇妙
próximo,下一个
jugando,玩耍
ojo,眼睛
salga,出去
vea,看
llaman,他们叫
entrada,入口
duda,疑问
cerveza,啤酒
unidos,团结
matado,杀死
princesa,公主
perdí,我失去了
entender,理解
santa,圣
quedar,留下
miles,千
llamaré,我会打电话
compañero,伙伴
pensado,考虑
espalda,背部
dejé,我离开了
bomba,炸弹
cartas,卡片
apenas,几乎
leer,阅读
hermanos,兄弟
darme,给我
papi,爸爸
mantener,保持
suyo,你的
rico,富有
verla,看她
lee,读
sigues,你继续
toca,触碰
olvídalo,忘了它
acción,行动
hayas,你有
dioses,神
mando,指挥
dejaré,我会离开
llegue,到达
formas,方式
uh,呃
cierra,关上
damas,女士
puente,桥
memoria,记忆
regresa,返回
muévanse,移动
parecía,看起来
vestido,裙子
llaves,钥匙
tv,电视
camión,卡车
acabar,结束
robot,机器人
llevó,带走
montón,一堆
estuviste,你在
máquina,机器
puertas,门
podamos,我们可以
muere,死
trago,饮料
mayoría,大多数
reina,女王
lleno,满
inglés,英语
don,先生
soldado,士兵
estrella,星星
escuche,听
valor,价值
pido,我请求
delante,在前面
código,代码
héroe,英雄
fe,信仰
capaz,能够
verme,看见我
beber,喝
velocidad,速度
darte,给你
llevas,你带着
partido,比赛
estuviera,如果
dia,天
opinión,意见
irte,离开你
cocina,厨房
abrir,打开
perros,狗
tambien,也
sepa,知道
pareces,你看起来
escribir,写
golpe,打击
tenia,有
alta,高
estados,州
tocar,触摸
vuelvo,我回来
habían,曾经
ganas,渴望
hacerte,让你
dejo,我离开
volvió,回来了
ejemplo,例子
contar,数
tenían,他们有
propósito,目的
entiende,理解
empieza,开始
anillo,戒指
londres,伦敦
tendría,会
pedir,请求
estilo,风格
ayudarme,帮助我
pista,线索
cambiado,改变
escapar,逃跑
eeuu,美国
encontró,找到
espíritu,精神
viejos,老
molesta,烦恼
nota,笔记
diferencia,区别
tratar,尝试
precio,价格
caballero,骑士
sirve,服务
alegra,高兴
doble,双倍
agradable,愉快
embargo,禁令
tengan,他们有
tuvimos,我们有
sube,上升
estén,他们在
mami,妈妈
emergencia,紧急情况
cuello,脖子
boda,婚礼
aprender,学习
té,茶
informe,报告
blanca,白色
experiencia,经验
debía,应该
podido,能够
mentira,谎言
director,导演
mata,杀死
exacto,准确
déjalo,放下它
defensa,防御
tuviste,你有
confiar,信任
color,颜色
hacerle,给他做
aquel,那个
conocí,我认识
probar,尝试
príncipe,王子
irá,将去
despacio,慢
tiro,射击
vacaciones,假期
perdió,失去
fondo,底部
verde,绿色
parecen,看起来
mama,妈妈
bienvenida,欢迎
opción,选择
operación,手术
hablado,说过
traer,带来
principal,主要
demonio,恶魔
zapatos,鞋子
leo,狮子
respecto,关于
nuevos,新的
especie,物种
pidió,请求
éxito,成功
cabrón,混蛋
mírame,看着我
piernas,腿
unidad,单位
hielo,冰
llegamos,我们到了
déjeme,让我
debí,我应该
vendrá,将会来
matrimonio,婚姻
habías,你曾经
podrá,将能够
piel,皮肤
preocupa,担心
quedarme,留下来
mio,我的
tuviera,如果有
tiempos,时代
quienes,谁
oiga,听着
últimos,最后的
oigan,听着
fuimos,我们去了
arte,艺术
necesitaba,需要
quiénes,谁
común,共同
intentando,尝试
llevaré,我会带
levántate,站起来
correr,跑
brillante,明亮
calor,热
planes,计划
dra,女医生
visita,访问
presión,压力
pared,墙
esperanza,希望
completo,完整
subir,上升
cansado,疲惫
llame,打电话
recordar,记得
trampa,陷阱
monstruo,怪物
bajar,下降
pierna,腿
señores,先生们
tomó,拿走
pasará,将会发生
mataste,你杀了
grandioso,伟大的
socio,伙伴
herido,受伤的
cayó,掉落
fuerzas,力量
cine,电影院
escena,场景
tía,姑姑
dando,给予
puntos,点
teníamos,我们有
dejaste,你留下
muévete,动起来
larga,长的
solía,曾经
tema,主题
preparado,准备好的
depende,取决于
policías,警察
solos,单独
matarme,杀了我
pon,放
hubiese,如果有
bebe,婴儿
tanta,那么多
oeste,西
parís,巴黎
viento,风
jóvenes,年轻人
hacerme,让我
asiento,座位
estupendo,极好的
caminar,走
juicio,审判
creerlo,相信它
carga,负担
tranquila,安静的
banda,乐队
estarán,他们将会
animal,动物
escuchen,听
encontraron,他们找到了
dejas,你留下了
tarjeta,卡片
ibas,你去过
podrás,你将能够
nueve,九
seguramente,肯定
volverá,将会回来
majestad,陛下
llena,满的
caer,掉落
aeropuerto,机场
vayamos,我们去
acabado,结束
sigo,我继续
enorme,巨大的
área,区域
muevas,移动
haberlo,有它
dejen,让他们
ridículo,可笑
reloj,钟表
hagamos,我们做
flores,花
mapa,地图
culpable,有罪
cuentas,账单
pareja,伴侣
tomando,正在进行
laboratorio,实验室
beso,吻
empezó,开始
pedí,我请求
nariz,鼻子
cuestión,问题
terminó,结束
vengo,我来
perdona,对不起
acuerdas,你记得
verano,夏天
prefiero,我更喜欢
peso,重量
oscuridad,黑暗
diferentes,不同的
cliente,客户
cuántas,多少
televisión,电视
suya,她的
prensa,新闻
vistazo,一瞥
inmediatamente,立即
solamente,仅仅
gordo,胖子
quedarse,留下
posibilidad,可能性
medicina,医学
malditos,该死的
pantalones,裤子
mataron,杀了
ayude,帮助
podremos,我们可以
locos,疯狂
nombres,名字
parecer,看起来
américa,美洲
definitivamente,绝对
cinta,胶带
desea,希望
brazos,手臂
asuntos,事务
riesgo,风险
escuché,我听到
lugares,地方
cuento,故事
noticia,新闻
dígame,告诉我
decirlo,说出来
tonterías,废话
sentimientos,感情
objetivo,目标
pasada,过去
arreglar,修理
casado,已婚
bote,船
roja,红色
leyes,法律
millón,百万
árbol,树
hable,说话
proyecto,项目
nervioso,紧张
lana,羊毛
salido,出去
pedazo,一块
malas,坏的
joder,操
humana,人类
absolutamente,绝对
evitar,避免
corriendo,跑
bala,子弹
vosotros,你们
despues,之后
debido,由于
confianza,信任
especialmente,特别
intenta,尝试
pequeños,小的
paga,支付
ganado,赢得
ama,爱
limpio,干净
comenzar,开始
ángeles,天使
robots,机器人
lleve,带
ruido,噪音
preocupe,担心
belleza,美
salgan,出去
come,吃
verá,将会看到
deberían,应该
líder,领导
preguntar,询问
inocente,无辜
lástima,可惜
red,网
enfermedad,疾病
desgraciado,不幸
harán,将会
dientes,牙齿
maté,我杀了
central,中央
ponte,穿上
felices,快乐
supe,我知道
haberte,让你
marcha,进行
poderes,权力
hubieras,如果你
justicia,正义
bella,美丽
dé,给
proteger,保护
cabello,头发
pedido,订单
oscuro,黑暗
embarazada,怀孕
costa,海岸
dama,女士
alguno,某个
orgulloso,自豪
vos,你
tomado,喝
digamos,我们说
debió,应该
gana,欲望
cura,治疗
lengua,语言
araña,蜘蛛
podré,我能
voluntad,意志
total,总共
dedo,手指
pago,支付
agradezco,我感谢
partir,分开
lucha,斗争
leche,牛奶
diste,你给了
copa,杯子
quedarte,留下
seguros,保险
destruir,摧毁
bienvenidos,欢迎
llevan,他们带着
ponga,放
lados,边
acceso,访问
intentar,尝试
trajo,带来了
desastre,灾难
deber,责任
herida,伤口
débil,虚弱
naturaleza,自然
luchar,战斗
extraña,陌生
encontraste,你找到了
vieron,他们看见
llámame,给我打电话
imagen,图像
pan,面包
refieres,你指的是
clientes,客户
varios,各种
show,表演
auxilio,救命
oyes,你听见
siguen,他们继续
sentado,坐着
saliendo,离开
responsable,负责
olvidado,被遗忘
quedó,留下
permite,允许
aquella,那个
puse,放置
sonido,声音
quiso,想要
escrito,写的
carro,车
preciosa,珍贵
muestra,样本
bastardo,私生子
restaurante,餐厅
huevos,鸡蛋
fantasma,幽灵
mismos,相同
profesional,专业
amas,爱
entero,完整
películas,电影
cerrado,关闭
dedos,手指
sigan,继续
dueño,主人
cuchillo,刀
turno,轮班
tormenta,风暴
caray,天哪
abierto,打开
quede,留下
verdadera,真实
mato,杀
doc,文档
playa,海滩
km,公里
victoria,胜利
primo,表兄
oíste,你听到
lisa,光滑
interior,内部
hechos,事实
piedra,石头
jodido,该死
militar,军事
computadora,计算机
encantaría,会很高兴
siga,继续
silla,椅子
movimiento,运动
momentos,时刻
familiar,家庭的
apartamento,公寓
disparar,开火
tesoro,宝藏
perfecta,完美的
refiero,我指的是
motivo,原因
dará,将会
nuevas,新的
mr,先生
querer,想要
matarlo,杀了他
valiente,勇敢的
víctima,受害者
tendrán,他们将有
estúpida,愚蠢的
envió,发送
encantado,高兴的
diario,日报
abran,打开
sentí,我感到
autobús,公交车
traído,带来
casas,房子
apúrate,快点
encuentras,你找到
descanso,休息
sheriff,警长
mueve,移动
inglaterra,英格兰
quieto,安静
matarte,杀了你
calles,街道
tamaño,大小
colegio,学校
usando,使用
cabo,尾巴
video,视频
toques,触摸
pelota,球
yendo,去
directo,直接
termine,完成
vivos,活着
sombrero,帽子
tomé,我喝了
estudio,学习
grave,严重的
protección,保护
secretos,秘密
perdiendo,失去
pecho,胸部
sepas,知道
enferma,生病
cuesta,费用
negros,黑色
estrellas,星星
lago,湖
clases,课程
obviamente,显然
inmediato,立即
modos,方式
irás,你将去
robo,盗窃
mataré,我会杀
seria,严肃
apoyo,支持
cerrar,关闭
imagino,我想象
amenaza,威胁
toque,触摸
saca,拿出
viernes,星期五
hayan,有
roto,破碎
piloto,飞行员
marca,品牌
combate,战斗
hablé,我说过
manejar,驾驶
sección,部分
profundo,深
tantos,那么多
conocía,认识
serie,系列
contrato,合同
americano,美国的
paseo,散步
aviones,飞机
balas,子弹
repente,突然
cambia,改变
tropas,部队
llevará,将会带
uso,使用
pudiste,你能
detener,停止
sabia,知道
llegué,我到了
negra,黑色
decidido,决定的
comienza,开始
distancia,距离
éramos,我们曾是
murieron,他们死了
averiguar,查明
actuar,行动
quedo,我留下
pulso,脉搏
aguanta,坚持
oficiales,官员
llamaba,我叫
enemigos,敌人
saldrá,将会出去
preocupado,担心
